timestamp,open,high,low,close,volume,quote_volume,trades
2025-12-04 22:58:00+00:00,139.58,139.58,139.46,139.46,751.762,104886.40952,746
2025-12-04 22:59:00+00:00,139.45,139.45,139.36,139.39,744.337,103763.60459,602
2025-12-04 23:00:00+00:00,139.39,139.42,139.22,139.22,1345.023,187371.13087,1122
2025-12-04 23:01:00+00:00,139.21,139.21,139.16,139.2,908.805,126480.07199,417
2025-12-04 23:02:00+00:00,139.2,139.24,139.17,139.23,655.15,91199.34282,524
2025-12-04 23:03:00+00:00,139.22,139.28,139.1,139.25,2830.864,393985.36806,1646
2025-12-04 23:04:00+00:00,139.25,139.4,139.25,139.26,1199.036,167052.90176,1112
2025-12-04 23:05:00+00:00,139.26,139.35,139.22,139.35,528.477,73597.19305,870
2025-12-04 23:06:00+00:00,139.34,139.41,139.31,139.38,432.841,60325.46932,712
2025-12-04 23:07:00+00:00,139.38,139.43,139.35,139.36,1107.156,154314.98148,644
2025-12-04 23:08:00+00:00,139.36,139.37,139.29,139.31,537.818,74929.03086,370
2025-12-04 23:09:00+00:00,139.32,139.33,139.13,139.13,615.641,85716.11573,585
2025-12-04 23:10:00+00:00,139.13,139.15,139.0,139.0,748.203,104045.0996,932
2025-12-04 23:11:00+00:00,139.0,139.15,139.0,139.14,2561.452,356283.09237,1236
2025-12-04 23:12:00+00:00,139.15,139.23,139.13,139.14,1702.575,236926.57862,1003
2025-12-04 23:13:00+00:00,139.13,139.14,139.05,139.06,415.054,57729.49695,408
2025-12-04 23:14:00+00:00,139.05,139.18,139.05,139.11,983.802,136849.99118,691
2025-12-04 23:15:00+00:00,139.11,139.2,139.11,139.2,419.918,58431.66439,411
2025-12-04 23:16:00+00:00,139.2,139.2,139.1,139.15,593.552,82594.19759,544
2025-12-04 23:17:00+00:00,139.16,139.16,139.09,139.1,905.229,125952.18563,547
2025-12-04 23:18:00+00:00,139.1,139.19,139.1,139.12,596.315,82965.59575,615
2025-12-04 23:19:00+00:00,139.12,139.13,139.08,139.08,594.193,82657.80667,720
2025-12-04 23:20:00+00:00,139.09,139.11,139.04,139.05,811.38,112852.3435,613
2025-12-04 23:21:00+00:00,139.04,139.08,139.0,139.08,499.285,69421.13468,552
2025-12-04 23:22:00+00:00,139.07,139.1,139.03,139.04,352.176,48980.50518,738
2025-12-04 23:23:00+00:00,139.05,139.15,139.04,139.08,1302.13,181145.0689,650
2025-12-04 23:24:00+00:00,139.07,139.09,139.01,139.01,810.049,112644.59064,699
2025-12-04 23:25:00+00:00,139.0,139.09,139.0,139.01,716.675,99629.66462,705
2025-12-04 23:26:00+00:00,139.02,139.05,139.02,139.04,152.996,21271.73679,369
2025-12-04 23:27:00+00:00,139.03,139.06,138.99,139.03,342.606,47627.13639,486
2025-12-04 23:28:00+00:00,139.03,139.08,139.03,139.06,746.579,103819.31714,370
2025-12-04 23:29:00+00:00,139.06,139.09,139.04,139.05,345.591,48060.13287,411
2025-12-04 23:30:00+00:00,139.05,139.06,138.99,139.03,356.464,49555.67595,701
2025-12-04 23:31:00+00:00,139.02,139.11,139.01,139.07,710.476,98800.04658,585
2025-12-04 23:32:00+00:00,139.07,139.2,139.05,139.1,941.784,131018.5745,1045
2025-12-04 23:33:00+00:00,139.09,139.1,139.02,139.07,289.787,40297.37967,461
2025-12-04 23:34:00+00:00,139.07,139.07,138.96,139.03,1762.478,244990.36124,685
2025-12-04 23:35:00+00:00,139.03,139.11,139.01,139.08,950.043,132101.90579,789
2025-12-04 23:36:00+00:00,139.07,139.09,139.04,139.08,200.556,27891.35179,361
2025-12-04 23:37:00+00:00,139.09,139.14,139.08,139.12,1622.615,225702.83788,578
2025-12-04 23:38:00+00:00,139.11,139.11,139.01,139.01,415.582,57800.86807,420
2025-12-04 23:39:00+00:00,139.02,139.02,138.92,139.01,1210.449,168211.40663,767
2025-12-04 23:40:00+00:00,139.0,139.02,138.89,138.89,493.07,68512.68114,501
2025-12-04 23:41:00+00:00,138.88,138.88,138.7,138.82,2812.661,390257.66515,1223
2025-12-04 23:42:00+00:00,138.82,138.92,138.81,138.88,707.988,98300.99962,645
2025-12-04 23:43:00+00:00,138.88,138.93,138.84,138.84,1327.61,184379.53412,738
2025-12-04 23:44:00+00:00,138.85,138.98,138.85,138.97,1397.816,194185.97694,659
2025-12-04 23:45:00+00:00,138.97,138.97,138.87,138.87,332.717,46226.33639,406
2025-12-04 23:46:00+00:00,138.87,138.98,138.86,138.98,763.47,106061.45551,644
2025-12-04 23:47:00+00:00,138.98,139.06,138.9,138.93,909.011,126313.48291,549
2025-12-04 23:48:00+00:00,138.93,139.04,138.92,139.03,756.123,105077.27858,456
2025-12-04 23:49:00+00:00,139.03,139.06,138.98,139.06,537.422,74723.86407,595
2025-12-04 23:50:00+00:00,139.06,139.06,139.04,139.05,540.038,75096.24749,367
2025-12-04 23:51:00+00:00,139.06,139.06,139.03,139.04,170.12,23654.88796,155
2025-12-04 23:52:00+00:00,139.03,139.04,138.98,138.99,380.651,52913.18874,358
2025-12-04 23:53:00+00:00,138.99,139.03,138.99,139.03,1036.825,144121.15826,351
2025-12-04 23:54:00+00:00,139.03,139.03,138.95,138.98,221.917,30842.28625,290
2025-12-04 23:55:00+00:00,138.98,138.98,138.93,138.97,698.991,97119.68255,347
2025-12-04 23:56:00+00:00,138.97,139.04,138.96,139.03,562.883,78232.86917,396
2025-12-04 23:57:00+00:00,139.03,139.03,138.96,138.98,631.25,87748.68793,357
2025-12-04 23:58:00+00:00,138.97,139.0,138.97,139.0,1442.13,200441.23028,469
2025-12-04 23:59:00+00:00,138.99,139.02,138.98,139.01,517.748,71969.54014,357
2025-12-05 00:00:00+00:00,139.01,139.09,138.9,139.06,3421.152,475456.09183,1829
2025-12-05 00:01:00+00:00,139.07,139.12,139.0,139.08,999.265,138981.34689,952
2025-12-05 00:02:00+00:00,139.09,139.1,139.0,139.07,1441.422,200454.43578,856
2025-12-05 00:03:00+00:00,139.07,139.14,139.03,139.14,764.401,106314.13862,854
