timestamp,open,high,low,close,volume,quote_volume,trades
2025-12-04 22:58:00+00:00,0.627,0.627,0.626,0.626,2079.16,1302.40626,15
2025-12-04 22:59:00+00:00,0.626,0.626,0.625,0.625,1102.42,689.98372,4
2025-12-04 23:00:00+00:00,0.625,0.625,0.624,0.624,2773.18,1733.22728,15
2025-12-04 23:01:00+00:00,0.624,0.624,0.624,0.624,556.22,347.08128,1
2025-12-04 23:02:00+00:00,0.625,0.625,0.624,0.624,110.42,69.00228,5
2025-12-04 23:03:00+00:00,0.624,0.625,0.624,0.625,9789.36,6116.68897,26
2025-12-04 23:04:00+00:00,0.625,0.626,0.625,0.625,2183.67,1364.87362,7
2025-12-04 23:05:00+00:00,0.625,0.625,0.625,0.625,601.38,375.8625,18
2025-12-04 23:06:00+00:00,0.626,0.626,0.626,0.626,88.75,55.5575,2
2025-12-04 23:07:00+00:00,0.626,0.626,0.626,0.626,182.13,114.01338,1
2025-12-04 23:08:00+00:00,0.626,0.626,0.626,0.626,1780.11,1114.34886,12
2025-12-04 23:09:00+00:00,0.625,0.625,0.624,0.625,1443.99,902.41838,15
2025-12-04 23:10:00+00:00,0.624,0.624,0.623,0.623,7213.06,4494.36548,45
2025-12-04 23:11:00+00:00,0.623,0.624,0.623,0.623,2171.94,1353.16669,15
2025-12-04 23:12:00+00:00,0.624,0.624,0.624,0.624,2807.99,1752.18576,31
2025-12-04 23:13:00+00:00,0.624,0.624,0.623,0.623,81.76,51.008,5
2025-12-04 23:14:00+00:00,0.624,0.624,0.624,0.624,1046.98,653.31552,15
2025-12-04 23:15:00+00:00,0.624,0.624,0.624,0.624,1190.31,742.75344,12
2025-12-04 23:16:00+00:00,0.624,0.624,0.624,0.624,243.25,151.788,1
2025-12-04 23:17:00+00:00,0.624,0.624,0.624,0.624,0.0,0.0,0
2025-12-04 23:18:00+00:00,0.624,0.624,0.624,0.624,0.0,0.0,0
2025-12-04 23:19:00+00:00,0.624,0.624,0.623,0.623,3427.83,2138.87222,11
2025-12-04 23:20:00+00:00,0.623,0.623,0.623,0.623,0.0,0.0,0
2025-12-04 23:21:00+00:00,0.623,0.623,0.623,0.623,0.0,0.0,0
2025-12-04 23:22:00+00:00,0.623,0.623,0.623,0.623,25000.0,15575.0,37
2025-12-04 23:23:00+00:00,0.623,0.623,0.623,0.623,814.37,507.35251,1
2025-12-04 23:24:00+00:00,0.623,0.623,0.623,0.623,0.0,0.0,0
2025-12-04 23:25:00+00:00,0.624,0.624,0.624,0.624,50.3,31.3872,2
2025-12-04 23:26:00+00:00,0.623,0.623,0.623,0.623,388.18,241.83614,2
2025-12-04 23:27:00+00:00,0.623,0.623,0.623,0.623,163.52,101.87296,1
2025-12-04 23:28:00+00:00,0.623,0.623,0.623,0.623,0.0,0.0,0
2025-12-04 23:29:00+00:00,0.624,0.624,0.624,0.624,10.23,6.38352,1
2025-12-04 23:30:00+00:00,0.623,0.623,0.623,0.623,10.82,6.74086,1
2025-12-04 23:31:00+00:00,0.624,0.624,0.624,0.624,2360.15,1472.7336,10
2025-12-04 23:32:00+00:00,0.624,0.625,0.623,0.624,7358.52,4591.72091,26
2025-12-04 23:33:00+00:00,0.624,0.624,0.624,0.624,2004.91,1251.06384,5
2025-12-04 23:34:00+00:00,0.624,0.624,0.624,0.624,0.0,0.0,0
2025-12-04 23:35:00+00:00,0.624,0.625,0.624,0.625,9091.85,5673.33582,37
2025-12-04 23:36:00+00:00,0.624,0.624,0.623,0.623,6978.77,4354.71935,12
2025-12-04 23:37:00+00:00,0.624,0.624,0.624,0.624,9745.47,6081.17328,36
2025-12-04 23:38:00+00:00,0.624,0.624,0.624,0.624,4331.0,2702.544,17
2025-12-04 23:39:00+00:00,0.624,0.624,0.624,0.624,0.0,0.0,0
2025-12-04 23:40:00+00:00,0.623,0.623,0.623,0.623,24.45,15.23235,1
2025-12-04 23:41:00+00:00,0.623,0.623,0.622,0.623,14925.05,9290.92416,58
2025-12-04 23:42:00+00:00,0.623,0.623,0.623,0.623,10.24,6.37952,1
2025-12-04 23:43:00+00:00,0.622,0.622,0.622,0.622,10.25,6.3755,1
2025-12-04 23:44:00+00:00,0.622,0.622,0.622,0.622,0.0,0.0,0
2025-12-04 23:45:00+00:00,0.622,0.623,0.622,0.623,548.68,341.28918,3
2025-12-04 23:46:00+00:00,0.622,0.622,0.622,0.622,4385.81,2727.97382,23
2025-12-04 23:47:00+00:00,0.623,0.623,0.623,0.623,100.0,62.3,5
2025-12-04 23:48:00+00:00,0.623,0.623,0.623,0.623,1369.05,852.91815,10
2025-12-04 23:49:00+00:00,0.623,0.624,0.623,0.624,266.86,166.47234,3
2025-12-04 23:50:00+00:00,0.624,0.624,0.623,0.623,224.13,139.64899,2
2025-12-04 23:51:00+00:00,0.623,0.623,0.623,0.623,6902.77,4300.42571,19
2025-12-04 23:52:00+00:00,0.622,0.622,0.622,0.622,33696.22,20959.04884,121
2025-12-04 23:53:00+00:00,0.623,0.623,0.623,0.623,9750.34,6074.46182,48
2025-12-04 23:54:00+00:00,0.623,0.623,0.622,0.622,17156.63,10677.24259,27
2025-12-04 23:55:00+00:00,0.622,0.622,0.622,0.622,1826.21,1135.90262,2
2025-12-04 23:56:00+00:00,0.623,0.623,0.623,0.623,814.78,507.60794,4
2025-12-04 23:57:00+00:00,0.622,0.622,0.622,0.622,5035.55,3132.1121,24
2025-12-04 23:58:00+00:00,0.622,0.622,0.622,0.622,10729.05,6673.4691,41
2025-12-04 23:59:00+00:00,0.622,0.622,0.622,0.622,1028.4,639.6648,10
2025-12-05 00:00:00+00:00,0.622,0.624,0.622,0.624,9342.21,5813.54133,41
2025-12-05 00:01:00+00:00,0.623,0.623,0.623,0.623,12214.31,7609.51513,44
2025-12-05 00:02:00+00:00,0.623,0.624,0.622,0.624,5965.84,3716.66352,32
2025-12-05 00:03:00+00:00,0.624,0.624,0.623,0.624,12200.78,7613.27648,46
2025-12-05 00:04:00+00:00,0.624,0.624,0.624,0.624,3888.12,2426.18688,26
2025-12-05 00:05:00+00:00,0.624,0.625,0.624,0.625,4626.16,2886.84642,26
2025-12-05 00:06:00+00:00,0.625,0.625,0.625,0.625,10.21,6.38125,1
2025-12-05 00:07:00+00:00,0.624,0.625,0.623,0.624,869.61,542.68384,19
2025-12-05 00:08:00+00:00,0.624,0.625,0.623,0.625,36125.92,22553.28099,86
2025-12-05 00:09:00+00:00,0.624,0.625,0.624,0.625,157.4,98.22781,3
2025-12-05 00:10:00+00:00,0.624,0.625,0.624,0.625,3486.74,2176.03251,14
2025-12-05 00:11:00+00:00,0.624,0.625,0.624,0.624,8756.35,5463.98439,51
